"","protein_external_id","preferred_name","protein_size","annotation","refseq_peptide","GeneID","UniqueNAME"
"153392","9606.ENSP00000395220","SYTL5",752,"Synaptotagmin-like protein 5; May act as Rab effector protein and play a role in vesicle trafficking. Binds phospholipids; Synaptotagmin like tandem C2 proteins","ENSP00000395220","KH2013:KH.C6.242","SYTL1/2/4/5"
"17418","9606.ENSP00000440704","SYTL1",562,"Synaptotagmin-like protein 1; May play a role in vesicle trafficking (By similarity). Binds phosphatidylinositol 3,4,5-trisphosphate. Acts as a RAB27A effector protein and may play a role in cytotoxic granule exocytosis in lymphocytes (By similarity); Synaptotagmin like tandem C2 proteins","ENSP00000440704","KH2013:KH.C6.242","SYTL1/2/4/5"
"2591","9606.ENSP00000262752","RPS6KA6",745,"Ribosomal protein S6 kinase alpha-6; Constitutively active serine/threonine-protein kinase that exhibits growth-factor-independent kinase activity and that may participate in p53/TP53-dependent cell growth arrest signaling and play an inhibitory role during embryogenesis; Belongs to the protein kinase superfamily. AGC Ser/Thr protein kinase family. S6 kinase subfamily","ENSP00000262752","KH2013:KH.C6.136","RPS6KA1/2/3/6"
"12692","9606.ENSP00000368884","RPS6KA3",740,"Ribosomal protein S6 kinase alpha-3; Serine/threonine-protein kinase that acts downstream of ERK (MAPK1/ERK2 and MAPK3/ERK1) signaling and mediates mitogenic and stress-induced activation of the transcription factors CREB1, ETV1/ER81 and NR4A1/NUR77, regulates translation through RPS6 and EIF4B phosphorylation, and mediates cellular proliferation, survival, and differentiation by modulating mTOR signaling and repressing pro-apoptotic function of BAD and DAPK1. In fibroblast, is required for EGF-stimulated phosphorylation of CREB1 and histone H3 at 'Ser-10', which results in the subsequ [...] ","ENSP00000368884","KH2013:KH.C6.136","RPS6KA1/2/3/6"
"16840","9606.ENSP00000427015","RPS6KA2",741,"Ribosomal protein S6 kinase alpha-2; Serine/threonine-protein kinase that acts downstream of ERK (MAPK1/ERK2 and MAPK3/ERK1) signaling and mediates mitogenic and stress-induced activation of transcription factors, regulates translation, and mediates cellular proliferation, survival, and differentiation. May function as tumor suppressor in epithelial ovarian cancer cells; Mitogen-activated protein kinase-activated protein kinases","ENSP00000427015","KH2013:KH.C6.136","RPS6KA1/2/3/6"
"17203","9606.ENSP00000435412","RPS6KA1",744,"Ribosomal protein S6 kinase alpha-1; Serine/threonine-protein kinase that acts downstream of ERK (MAPK1/ERK2 and MAPK3/ERK1) signaling and mediates mitogenic and stress-induced activation of the transcription factors CREB1, ETV1/ER81 and NR4A1/NUR77, regulates translation through RPS6 and EIF4B phosphorylation, and mediates cellular proliferation, survival, and differentiation by modulating mTOR signaling and repressing pro-apoptotic function of BAD and DAPK1. In fibroblast, is required for EGF-stimulated phosphorylation of CREB1, which results in the subsequent transcriptional activat [...] ","ENSP00000435412","KH2013:KH.C6.136","RPS6KA1/2/3/6"
"2890","9606.ENSP00000264431","RAPGEF2",1499,"Rap guanine nucleotide exchange factor 2; Functions as a guanine nucleotide exchange factor (GEF), which activates Rap and Ras family of small GTPases by exchanging bound GDP for free GTP in a cAMP-dependent manner. Serves as a link between cell surface receptors and Rap/Ras GTPases in intracellular signaling cascades. Acts also as an effector for Rap1 by direct association with Rap1-GTP thereby leading to the amplification of Rap1-mediated signaling. Shows weak activity on HRAS. It is controversial whether RAPGEF2 binds cAMP and cGMP or not. Its binding to ligand-activated beta-1 adre [...] ","ENSP00000264431","KH2013:KH.C6.101","RAPGEF2/6"
"4802","9606.ENSP00000296859","RAPGEF6",1609,"Rap guanine nucleotide exchange factor 6; Guanine nucleotide exchange factor (GEF) for Rap1A, Rap2A and M-Ras GTPases. Does not interact with cAMP; PDZ domain containing","ENSP00000296859","KH2013:KH.C6.101","RAPGEF2/6"
"1134","9606.ENSP00000237172","FILIP1",1213,"Filamin-A-interacting protein 1; By acting through a filamin-A/F-actin axis, it controls the start of neocortical cell migration from the ventricular zone. May be able to induce the degradation of filamin-A","ENSP00000237172","KH2013:KH.C6.226","FILIP1"
"27781","9606.ENSP00000263816","LRP2",4655,"Low-density lipoprotein receptor-related protein 2; Multiligand endocytic receptor (By similarity). Acts together with CUBN to mediate endocytosis of high-density lipoproteins (By similarity). Mediates receptor-mediated uptake of polybasic drugs such as aprotinin, aminoglycosides and polymyxin B (By similarity). In the kidney, mediates the tubular uptake and clearance of leptin (By similarity). Also mediates transport of leptin across the blood-brain barrier through endocytosis at the choroid plexus epithelium (By similarity). Endocytosis of leptin in neuronal cells is required for hyp [...] ","ENSP00000263816","KH2013:KH.C6.167","LRP2/8"
"54391","9606.ENSP00000303634","LRP8",963,"Low-density lipoprotein receptor-related protein 8; Cell surface receptor for Reelin (RELN) and apolipoprotein E (apoE)-containing ligands. LRP8 participates in transmitting the extracellular Reelin signal to intracellular signaling processes, by binding to DAB1 on its cytoplasmic tail. Reelin acts via both the VLDL receptor (VLDLR) and LRP8 to regulate DAB1 tyrosine phosphorylation and microtubule function in neurons. LRP8 has higher affinity for Reelin than VLDLR. LRP8 is thus a key component of the Reelin pathway which governs neuronal layering of the forebrain during embryonic brai [...] ","ENSP00000303634","KH2013:KH.C6.167","LRP2/8"
"13610","9606.ENSP00000377086","LONRF2",754,"LON peptidase N-terminal domain and ring finger 2","ENSP00000377086","KH2013:KH.C6.205","LONRF2"
"11245","9606.ENSP00000360690","LONRF3",759,"LON peptidase N-terminal domain and ring finger 3","ENSP00000360690","KH2013:KH.C6.112","LONRF1/2/3"
"136101","9606.ENSP00000377086","LONRF2",754,"LON peptidase N-terminal domain and ring finger 2","ENSP00000377086","KH2013:KH.C6.112","LONRF1/2/3"
"14253","9606.ENSP00000381298","LONRF1",773,"LON peptidase N-terminal domain and ring finger 1","ENSP00000381298","KH2013:KH.C6.112","LONRF1/2/3"
"8618","9606.ENSP00000341551","SMAD4",552,"Mothers against decapentaplegic homolog 4; In muscle physiology, plays a central role in the balance between atrophy and hypertrophy. When recruited by MSTN, promotes atrophy response via phosphorylated SMAD2/4. MSTN decrease causes SMAD4 release and subsequent recruitment by the BMP pathway to promote hypertrophy via phosphorylated SMAD1/5/8. Acts synergistically with SMAD1 and YY1 in bone morphogenetic protein (BMP)-mediated cardiac-specific gene expression. Binds to SMAD binding elements (SBEs) (5'-GTCT/AGAC-3') within BMP response element (BMPRE) of cardiac activating regions (By s [...] ","ENSP00000341551","KH2013:KH.C6.117","SMAD4"
"15394","9606.ENSP00000396628","TEX264",313,"Testis-expressed protein 264; Testis expressed 264","ENSP00000396628","KH2013:KH.C6.174","TEX264"
"4643","9606.ENSP00000295746","KIAA1524",905,"Protein CIP2A; Oncoprotein that inhibits PP2A and stabilizes MYC in human malignancies. Promotes anchorage-independent cell growth and tumor formation","ENSP00000295746","KH2013:KH.C6.276","KIAA1524"
"17950","9606.ENSP00000455106","BOP1",746,"Ribosome biogenesis protein BOP1; Component of the PeBoW complex, which is required for maturation of 28S and 5.8S ribosomal RNAs and formation of the 60S ribosome; Belongs to the WD repeat BOP1/ERB1 family","ENSP00000455106","KH2013:KH.C6.1","BOP1"
"6616","9606.ENSP00000317902","CEP57",500,"Centrosomal protein of 57 kDa; Centrosomal protein which may be required for microtubule attachment to centrosomes. May act by forming ring- like structures around microtubules. Mediates nuclear translocation and mitogenic activity of the internalized growth factor FGF2, but that of FGF1","ENSP00000317902","KH2013:KH.C6.75","CEP57"
"10344","9606.ENSP00000356426","TAB2",693,"TGF-beta-activated kinase 1 and MAP3K7-binding protein 2; Adapter linking MAP3K7/TAK1 and TRAF6. Promotes MAP3K7 activation in the IL1 signaling pathway. The binding of 'Lys-63'- linked polyubiquitin chains to TAB2 promotes autophosphorylation of MAP3K7 at 'Thr-187'. Involved in heart development; Zinc fingers RANBP2-type ","ENSP00000356426","KH2013:KH.C6.183","TAB2/3"
"12593","9606.ENSP00000368215","TAB3",712,"TGF-beta-activated kinase 1 and MAP3K7-binding protein 3; Adapter linking MAP3K7/TAK1 and TRAF6 or TRAF2. Mediator of MAP3K7 activation, respectively in the IL1 and TNF signaling pathways. Plays a role in activation of NF-kappa-B and AP1 transcription factor. Isoform 2 may be an oncogenic factor; Zinc fingers RANBP2-type ","ENSP00000368215","KH2013:KH.C6.183","TAB2/3"
"13592","9606.ENSP00000377003","TSPAN8",237,"Tetraspanin-8; Tetraspanin 8; Belongs to the tetraspanin (TM4SF) family","ENSP00000377003","KH2013:KH.C6.66","TSPAN8"
"12514","9606.ENSP00000367715","DCDC2",476,"Doublecortin domain-containing protein 2; Protein that plays a role in the inhibition of canonical Wnt signaling pathway. May be involved in neuronal migration during development of the cerebral neocortex (By similarity). Involved in the control of ciliogenesis and ciliary length; Deafness associated genes","ENSP00000367715","KH2013:KH.C6.81","DCDC2"
"5511","9606.ENSP00000304437","KNDC1",1749,"Protein very KIND; RAS-Guanine nucleotide exchange factor (GEF) that controls the negative regulation of neuronal dendrite growth by mediating a signaling pathway linking RAS and MAP2 (By similarity). May be involved in cellular senescence","ENSP00000304437","KH2013:KH.C6.230","KNDC1"
"3565","9606.ENSP00000274024","FABP2",132,"Fatty acid-binding protein, intestinal; FABP are thought to play a role in the intracellular transport of long-chain fatty acids and their acyl-CoA esters. FABP2 is probably involved in triglyceride-rich lipoprotein synthesis. Binds saturated long-chain fatty acids with a high affinity, but binds with a lower affinity to unsaturated long- chain fatty acids. FABP2 may also help maintain energy homeostasis by functioning as a lipid sensor; Belongs to the calycin superfamily. Fatty-acid binding protein (FABP) family","ENSP00000274024","KH2013:KH.C6.206","FABP2"
"261","9606.ENSP00000204604","CHRD",955,"Chordin; Dorsalizing factor. Key developmental protein that dorsalizes early vertebrate embryonic tissues by binding to ventralizing TGF-beta family bone morphogenetic proteins (BMPs) and sequestering them in latent complexes (By similarity)","ENSP00000204604","KH2013:KH.C6.145","CHRD"
"4378","9606.ENSP00000291574","TRAPPC10",1259,"Trafficking protein particle complex subunit 10; May play a role in vesicular transport from endoplasmic reticulum to Golgi; Belongs to the TMEM1 family","ENSP00000291574","KH2013:KH.C6.151","TRAPPC10"
"14862","9606.ENSP00000386651","MCFD2",146,"Multiple coagulation factor deficiency protein 2; The MCFD2-LMAN1 complex forms a specific cargo receptor for the ER-to-Golgi transport of selected proteins. Plays a role in the secretion of coagulation factors; EF-hand domain containing","ENSP00000386651","KH2013:KH.C6.115","MCFD2"
"4653","9606.ENSP00000295822","EIF5A2",153,"Eukaryotic translation initiation factor 5A-2; mRNA-binding protein involved in translation elongation. Has an important function at the level of mRNA turnover, probably acting downstream of decapping. Involved in actin dynamics and cell cycle progression, mRNA decay and probably in a pathway involved in stress response and maintenance of cell wall integrity. Functions as a regulator of apoptosis. Mediates effects of polyamines on neuronal process extension and survival. May play an important role in brain development and function, and in skeletal muscle stem cell differentiation (By s [...] ","ENSP00000295822","KH2013:KH.C6.200","EIF5A/2"
"10691","9606.ENSP00000357973","LACE1",481,"AFG1-like ATPase; Putative mitochondrial ATPase. Plays a role in mitochondrial morphology and mitochondrial protein metabolism. Promotes degradation of excess nuclear-encoded complex IV subunits (COX4I1, COX5A and COX6A1) and normal activity of complexes III and IV of the respiratory chain. Mediates mitochondrial translocation of TP53 and its transcription-independent apoptosis in response to genotoxic stress","ENSP00000357973","KH2013:KH.C6.58","LACE1"
"147","9606.ENSP00000164024","CELSR3",3312,"Cadherin EGF LAG seven-pass G-type receptor 3; Receptor that may have an important role in cell/cell signaling during nervous system formation; Belongs to the G-protein coupled receptor 2 family. LN-TM7 subfamily","ENSP00000164024","KH2013:KH.C6.13","CELSR1/2/3"
"25881","9606.ENSP00000262738","CELSR1",3014,"Cadherin EGF LAG seven-pass G-type receptor 1; Receptor that may have an important role in cell/cell signaling during nervous system formation; Adhesion G protein-coupled receptors, subfamily C","ENSP00000262738","KH2013:KH.C6.13","CELSR1/2/3"
"34321","9606.ENSP00000271332","CELSR2",2923,"Cadherin EGF LAG seven-pass G-type receptor 2; Receptor that may have an important role in cell/cell signaling during nervous system formation; Belongs to the G-protein coupled receptor 2 family. LN-TM7 subfamily","ENSP00000271332","KH2013:KH.C6.13","CELSR1/2/3"
"5124","9606.ENSP00000300413","SNRPD1",119,"Small nuclear ribonucleoprotein Sm D1; Core component of the spliceosomal U1, U2, U4 and U5 small nuclear ribonucleoproteins (snRNPs), the building blocks of the spliceosome. Thereby, plays an important role in the splicing of cellular pre-mRNAs. Most spliceosomal snRNPs contain a common set of Sm proteins SNRPB, SNRPD1, SNRPD2, SNRPD3, SNRPE, SNRPF and SNRPG that assemble in a heptameric protein ring on the Sm site of the small nuclear RNA to form the core snRNP. May act as a charged protein scaffold to promote snRNP assembly or strengthen snRNP- snRNP interactions through nonspecific [...] ","ENSP00000300413","KH2013:KH.C6.20","SNRPD1"
"9333","9606.ENSP00000348959","MAN1A2",641,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB; Involved in the maturation of Asn-linked oligosaccharides. Progressively trim alpha-1,2-linked mannose residues from Man(9)GlcNAc(2) to produce Man(5)GlcNAc(2)","ENSP00000348959","KH2013:KH.C6.41","MAN1A/1/2"
"10563","9606.ENSP00000357453","MAN1A1",653,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA; Involved in the maturation of Asn-linked oligosaccharides. Progressively trim alpha-1,2-linked mannose residues from Man(9)GlcNAc(2) to produce Man(5)GlcNAc(2)","ENSP00000357453","KH2013:KH.C6.41","MAN1A/1/2"
"2229","9606.ENSP00000260361","NDUFAF1",327,"Complex I intermediate-associated protein 30, mitochondrial; Chaperone protein involved in the assembly of the mitochondrial NADH:ubiquinone oxidoreductase complex (complex I); Belongs to the CIA30 family","ENSP00000260361","KH2013:KH.C6.302","NDUFAF1"
"10423","9606.ENSP00000356807","TIPRL",272,"TIP41-like protein; May be a allosteric regulator of serine/threonine- protein phosphatase 2A (PP2A). Isoform 1 inhibits catalytic activity of the PP2A(D) core complex in vitro. The PP2A(C):TIPRL complex does not show phosphatase activity. Acts as negative regulator of serine/threonine-protein phosphatase 4 probably by inhibiting the formation of the active PPP4C:PPP4R2 complex; the function is proposed to implicate it in DNA damage response by promoting H2AFX phosphorylated on Ser-140 (gamma-H2AFX). May play a role in the regulation of ATM/ATR signaling pathway controlling DNA replica [...] ","ENSP00000356807","KH2013:KH.C6.282","TIPRL"
"531","9606.ENSP00000219255","PARD6A",346,"Partitioning defective 6 homolog alpha; Adapter protein involved in asymmetrical cell division and cell polarization processes. Probably involved in the formation of epithelial tight junctions. Association with PARD3 may prevent the interaction of PARD3 with F11R/JAM1, thereby preventing tight junction assembly. The PARD6-PARD3 complex links GTP-bound Rho small GTPases to atypical protein kinase C proteins. Regulates centrosome organization and function. Essential for the centrosomal recruitment of key proteins that control centrosomal microtubule organization; Belongs to the PAR6 family","ENSP00000219255","KH2013:KH.C6.278","PARD6A"
"5503","9606.ENSP00000304360","SMYD4",804,"SET and MYND domain containing 4; Belongs to the class V-like SAM-binding methyltransferase superfamily","ENSP00000304360","KH2013:KH.C6.256","SMYD4"
"8898","9606.ENSP00000344572","FIBP",364,"Acidic fibroblast growth factor intracellular-binding protein; May be involved in mitogenic function of FGF1. May mediate with IER2 FGF-signaling in the establishment of laterality in the embryo (By similarity)","ENSP00000344572","KH2013:KH.C6.305","FIBP"
"5079","9606.ENSP00000300051","LDHD",507,"Probable D-lactate dehydrogenase, mitochondrial; Lactate dehydrogenase D; Belongs to the FAD-binding oxidoreductase/transferase type 4 family","ENSP00000300051","KH2013:KH.C6.293","LDHD"
"963","9606.ENSP00000230582","PRSS16",514,"Thymus-specific serine protease; Protease that may play a role in T-cell development; Belongs to the peptidase S28 family","ENSP00000230582","KH2013:KH.C6.102","PRSS16"
"133","9606.ENSP00000159060","NOX3",568,"NADPH oxidase 3; NADPH oxidase which constitutively produces superoxide upon formation of a complex with CYBA/p22phox. Plays a role in the biogenesis of otoconia/otolith, which are crystalline structures of the inner ear involved in the perception of gravity","ENSP00000159060","KH2013:KH.C6.194","NOX1/3"
"11522","9606.ENSP00000362057","NOX1",564,"NADPH oxidase 1; NOH-1S is a voltage-gated proton channel that mediates the H(+) currents of resting phagocytes and other tissues. It participates in the regulation of cellular pH and is blocked by zinc. NOH-1L is a pyridine nucleotide-dependent oxidoreductase that generates superoxide and might conduct H(+) ions as part of its electron transport mechanism, whereas NOH-1S does not contain an electron transport chain","ENSP00000362057","KH2013:KH.C6.194","NOX1/3"
"2526","9606.ENSP00000262384","N4BP1",896,"NEDD4-binding protein 1; Inhibitor of the E3 ubiquitin-protein ligase ITCH. Acts by interacting with the second WW domain of ITCH, leading to compete with ITCH's substrates and impairing ubiquitination of substrates (By similarity); Belongs to the N4BP1 family","ENSP00000262384","KH2013:KH.C6.243","N4BP1"
"15346","9606.ENSP00000395389","LPAR3",353,"Lysophosphatidic acid receptor 3; Receptor for lysophosphatidic acid (LPA), a mediator of diverse cellular activities. May play a role in the development of ovarian cancer. Seems to be coupled to the G(i)/G(o) and G(q) families of heteromeric G proteins","ENSP00000395389","KH2013:KH.C6.5","LPAR3"
"7996","9606.ENSP00000334198","CACNA1H",2353,"Voltage-dependent T-type calcium channel subunit alpha-1H; Voltage-sensitive calcium channels (VSCC) mediate the entry of calcium ions into excitable cells and are also involved in a variety of calcium-dependent processes, including muscle contraction, hormone or neurotransmitter release, gene expression, cell motility, cell division and cell death. The isoform alpha-1H gives rise to T-type calcium currents. T-type calcium channels belong to the ""low-voltage activated (LVA)"" group and are strongly blocked by nickel and mibefradil. A particularity of this type of channels is an opening  [...] ","ENSP00000334198","KH2013:KH.C6.65","CACNA1H"
"5645","9606.ENSP00000306080","RNMTL1",420,"rRNA methyltransferase 3, mitochondrial; S-adenosyl-L-methionine-dependent 2'-O-ribose methyltransferase that catalyzes the formation of 2'-O- methylguanosine at position 1370 (Gm1370) in the 16S mitochondrial large subunit ribosomal RNA (mtLSU rRNA), a conserved modification in the peptidyl transferase domain of the mtLSU rRNA","ENSP00000306080","KH2013:KH.C6.14","RNMTL1"
"11385","9606.ENSP00000361467","DLG5",1919,"Disks large homolog 5; Acts as a regulator of the Hippo signaling pathway. Negatively regulates the Hippo signaling pathway by mediating the interaction of MARK3 with STK3/4, bringing them together to promote MARK3-dependent hyperphosphorylation and inactivation of STK3 kinase activity toward LATS1. Positively regulates the Hippo signaling pathway by mediating the interaction of SCRIB with STK4/MST1 and LATS1 which is important for the activation of the Hippo signaling pathway. Involved in regulating cell proliferation, maintenance of epithelial polarity, epithelial- mesenchymal transi [...] ","ENSP00000361467","KH2013:KH.C6.104","DLG5"
"11127","9606.ENSP00000360154","OCRL",901,"Inositol polyphosphate 5-phosphatase OCRL-1; Converts phosphatidylinositol 4,5-bisphosphate to phosphatidylinositol 4-phosphate. Also converts inositol 1,4,5- trisphosphate to inositol 1,4-bisphosphate and inositol 1,3,4,5- tetrakisphosphate to inositol 1,3,4-trisphosphate. May function in lysosomal membrane trafficking by regulating the specific pool of phosphatidylinositol 4,5-bisphosphate that is associated with lysosomes. Involved in primary cilia assembly; Belongs to the inositol 1,4,5-trisphosphate 5- phosphatase type II family","ENSP00000360154","KH2013:KH.C6.43","OCRL"
"1244","9606.ENSP00000240851","TFG",400,"Protein TFG; Plays a role in the normal dynamic function of the endoplasmic reticulum (ER) and its associated microtubules","ENSP00000240851","KH2013:KH.C6.80","TFG"
"8840","9606.ENSP00000343966","PSPC1",523,"Paraspeckle component 1; Regulates, cooperatively with NONO and SFPQ, androgen receptor-mediated gene transcription activity in Sertoli cell line (By similarity). Binds to poly(A), poly(G) and poly(U) RNA homopolymers. Regulates the circadian clock by repressing the transcriptional activator activity of the CLOCK-ARNTL/BMAL1 heterodimer (By similarity). Together with NONO, required for the formation of nuclear paraspeckles. Plays a role in the regulation of DNA virus-mediated innate immune response by assembling into the HDP-RNP complex, a complex that serves as a platform for IRF3 pho [...] ","ENSP00000343966","KH2013:KH.C6.29","PSPC1"
"10773","9606.ENSP00000358451","GDAP2",497,"Ganglioside induced differentiation associated protein 2; Belongs to the GDAP2 family","ENSP00000358451","KH2013:KH.C6.214","GDAP2"
"18334","9606.ENSP00000468354","ANKRD29",301,"Ankyrin repeat domain-containing protein 29; Ankyrin repeat domain containing","ENSP00000468354","KH2013:KH.C6.295","ANKRD29"
"125721","9606.ENSP00000368066","HAO1",370,"Hydroxyacid oxidase 1; Has 2-hydroxyacid oxidase activity. Most active on the 2-carbon substrate glycolate, but is also active on 2-hydroxy fatty acids, with high activity towards 2-hydroxy palmitate and 2- hydroxy octanoate","ENSP00000368066","KH2013:KH.C6.33","HAO1/2"
"19239","9606.ENSP00000483507","HAO2",351,"Hydroxyacid oxidase 2; Catalyzes the oxidation of L-alpha-hydroxy acids as well as, more slowly, that of L-alpha-amino acids; Belongs to the FMN-dependent alpha-hydroxy acid dehydrogenase family","ENSP00000483507","KH2013:KH.C6.33","HAO1/2"
"4209","9606.ENSP00000287957","GATAD1",269,"GATA zinc finger domain-containing protein 1; Component of some chromatin complex recruited to chromatin sites methylated 'Lys-4' of histone H3 (H3K4me)","ENSP00000287957","KH2013:KH.C6.8","GATAD1"
"37172","9606.ENSP00000277541","NOTCH1",2555,"Neurogenic locus notch homolog protein 1; Functions as a receptor for membrane-bound ligands Jagged1, Jagged2 and Delta1 to regulate cell-fate determination. Upon ligand activation through the released notch intracellular domain (NICD) it forms a transcriptional activator complex with RBPJ/RBPSUH and activates genes of the enhancer of split locus. Affects the implementation of differentiation, proliferation and apoptotic programs. Involved in angiogenesis; negatively regulates endothelial cell proliferation and migration and angiogenic sprouting. Involved in the maturation of both CD4+ [...] ","ENSP00000277541","KH2013:KH.C6.38","NOTCH1/4"
"119471","9606.ENSP00000364163","NOTCH4",2003,"Neurogenic locus notch homolog protein 4; Functions as a receptor for membrane-bound ligands Jagged1, Jagged2 and Delta1 to regulate cell-fate determination. Upon ligand activation through the released notch intracellular domain (NICD) it forms a transcriptional activator complex with RBPJ/RBPSUH and activates genes of the enhancer of split locus. Affects the implementation of differentiation, proliferation and apoptotic programs. May regulate branching morphogenesis in the developing vascular system (By similarity); Ankyrin repeat domain containing","ENSP00000364163","KH2013:KH.C6.38","NOTCH1/4"
"24441","9606.ENSP00000261978","LTBP2",1821,"Latent-transforming growth factor beta-binding protein 2; May play an integral structural role in elastic-fiber architectural organization and/or assembly; Latent transforming growth factor beta binding proteins","ENSP00000261978","KH2013:KH.C6.211","LTBP2/4"
"6193","9606.ENSP00000311905","LTBP4",1624,"Latent-transforming growth factor beta-binding protein 4; May be involved in the assembly, secretion and targeting of TGFB1 to sites at which it is stored and/or activated. May play critical roles in controlling and directing the activity of TGFB1. May have a structural role in the extracellular matrix (ECM) (By similarity); Belongs to the LTBP family","ENSP00000311905","KH2013:KH.C6.211","LTBP2/4"
"1749","9606.ENSP00000253233","C12orf65",166,"Probable peptide chain release factor C12orf65, mitochondrial; May act as a codon-independent translation release factor that has lost all stop codon specificity and directs the termination of translation in mitochondrion. May help rescuing stalled mitoribosomes during translation (By similarity)","ENSP00000253233","KH2013:KH.C6.186","C12ORF65"
"7595","9606.ENSP00000329915","PSMG1",288,"Proteasome assembly chaperone 1; Chaperone protein which promotes assembly of the 20S proteasome as part of a heterodimer with PSMG2. The PSMG1-PSMG2 heterodimer binds to the PSMA5 and PSMA7 proteasome subunits, promotes assembly of the proteasome alpha subunits into the heteroheptameric alpha ring and prevents alpha ring dimerization","ENSP00000329915","KH2013:KH.C6.246","PSMG1"
"6762","9606.ENSP00000319730","PRSS8",343,"Prostasin; Possesses a trypsin-like cleavage specificity with a preference for poly-basic substrates. Stimulates epithelial sodium channel (ENaC) activity through activating cleavage of the gamma subunits (SCNN1G); Serine proteases","ENSP00000319730","KH2013:KH.C6.269","PRSS8"
"13162","9606.ENSP00000372035","LATS2",1088,"Serine/threonine-protein kinase LATS2; Negative regulator of YAP1 in the Hippo signaling pathway that plays a pivotal role in organ size control and tumor suppression by restricting proliferation and promoting apoptosis. The core of this pathway is composed of a kinase cascade wherein STK3/MST2 and STK4/MST1, in complex with its regulatory protein SAV1, phosphorylates and activates LATS1/2 in complex with its regulatory protein MOB1, which in turn phosphorylates and inactivates YAP1 oncoprotein and WWTR1/TAZ. Phosphorylation of YAP1 by LATS2 inhibits its translocation into the nucleus  [...] ","ENSP00000372035","KH2013:KH.C6.152","LATS1/2"
"17279","9606.ENSP00000437550","LATS1",1130,"Serine/threonine-protein kinase LATS1; Negative regulator of YAP1 in the Hippo signaling pathway that plays a pivotal role in organ size control and tumor suppression by restricting proliferation and promoting apoptosis. The core of this pathway is composed of a kinase cascade wherein STK3/MST2 and STK4/MST1, in complex with its regulatory protein SAV1, phosphorylates and activates LATS1/2 in complex with its regulatory protein MOB1, which in turn phosphorylates and inactivates YAP1 oncoprotein and WWTR1/TAZ. Phosphorylation of YAP1 by LATS1 inhibits its translocation into the nucleus  [...] ","ENSP00000437550","KH2013:KH.C6.152","LATS1/2"
"11539","9606.ENSP00000362110","SF3A3",501,"Splicing factor 3A subunit 3; Subunit of the splicing factor SF3A required for 'A' complex assembly formed by the stable binding of U2 snRNP to the branchpoint sequence (BPS) in pre-mRNA. Sequence independent binding of SF3A/SF3B complex upstream of the branch site is essential, it may anchor U2 snRNP to the pre-mRNA. May also be involved in the assembly of the 'E' complex; U2 small nucleolar ribonucleoprotein ","ENSP00000362110","KH2013:KH.C6.190","SF3A3"
"3299","9606.ENSP00000268704","SPG7",795,"Paraplegin; ATP-dependent zinc metalloprotease. Plays a role in the formation and regulation of the mitochondrial permeability transition pore (mPTP) and its proteolytic activity is dispensable for this function; In the N-terminal section; belongs to the AAA ATPase family","ENSP00000268704","KH2013:KH.C6.236","SPG7"
"3251","9606.ENSP00000267970","TSPAN3",253,"Tetraspanin-3; Regulates the proliferation and migration of oligodendrocytes, a process essential for normal myelination and repair; Belongs to the tetraspanin (TM4SF) family","ENSP00000267970","KH2013:KH.C6.304","TSPAN3"
"8601","9606.ENSP00000341346","TEKT1",418,"Tektin-1; Structural component of ciliary and flagellar microtubules. Forms filamentous polymers in the walls of ciliary and flagellar microtubules; Belongs to the tektin family","ENSP00000341346","KH2013:KH.C6.95","TEKT1"
"8678","9606.ENSP00000342105","DYRK2",601,"Dual specificity tyrosine-phosphorylation-regulated kinase 2; Serine/threonine-protein kinase involved in the regulation of the mitotic cell cycle, cell proliferation, apoptosis, organization of the cytoskeleton and neurite outgrowth. Functions in part via its role in ubiquitin-dependent proteasomal protein degradation. Functions downstream of ATM and phosphorylates p53/TP53 at 'Ser-46', and thereby contributes to the induction of apoptosis in response to DNA damage. Phosphorylates NFATC1, and thereby inhibits its accumulation in the nucleus and its transcription factor activity. Phosp [...] ","ENSP00000342105","KH2013:KH.C6.36","DYRK2/3/4"
"10267","9606.ENSP00000356076","DYRK3",588,"Dual specificity tyrosine-phosphorylation-regulated kinase 3; Dual-specificity kinase which possesses both serine/threonine and tyrosine kinase activities. Negative regulator of EPO-dependent erythropoiesis, may place an upper limit on red cell production during stress erythropoiesis. Inhibits cell death due to cytokine withdrawal in hematopoietic progenitor cells. May act by regulating CREB/CRE signaling (By similarity). Stabilizes and prevents stress granule disassembly thereby regulating mTORC1 signaling during cellular stress. During stressful conditions, DYRK3 partitions to the st [...] ","ENSP00000356076","KH2013:KH.C6.36","DYRK2/3/4"
"174561","9606.ENSP00000441755","DYRK4",520,"Dual specificity tyrosine-phosphorylation-regulated kinase 4; Possible non-essential role in spermiogenesis; Belongs to the protein kinase superfamily. CMGC Ser/Thr protein kinase family. MNB/DYRK subfamily","ENSP00000441755","KH2013:KH.C6.36","DYRK2/3/4"
